CustomerID,Gender,Age,Annual Income (₦),Spending Score (1–100),Marital Status,Profession,Membership Duration (Years),Mall Branch,City Type,Frequency of Visits/Month,Average Transaction Value (₦),Loyalty Card Holder (Yes/No),Preferred Payment Method
908,Male,53.0,2615744.0,65,Single,,5.2,B,Urban,13,64364,No,Cash
909,Male,29.0,2182556.0,53,Divorced,Unemployed,2.0,B,Rural,18,45558,No,POS
910,Female,44.0,4497307.0,89,Married,Unemployed,5.7,B,Urban,18,73506,No,POS
911,Male,63.0,,70,Widowed,Doctor,9.7,A,Urban,13,80249,Yes,Bank App
912,Male,51.0,3455597.0,87,Married,Engineer,6.6,B,Rural,11,30372,Yes,Transfer
913,Male,50.0,2052253.0,33,Divorced,Lawyer,5.9,C,Urban,5,93877,Yes,Transfer
914,Female,45.0,5488561.0,78,Single,Engineer,8.0,C,Suburban,4,52135,Yes,Cash
915,Female,48.0,2794560.0,36,Divorced,Business Owner,0.6,B,Urban,12,63461,Yes,POS
916,Female,49.0,4013711.0,18,Divorced,Business Owner,3.2,C,Rural,19,52157,Yes,Cash
917,Female,67.0,3914537.0,51,Widowed,Lawyer,9.9,A,Urban,21,61790,Yes,Bank App
918,Female,37.0,4718443.0,57,Married,Banker,7.9,A,Suburban,5,60773,Yes,Bank App
919,Female,57.0,3219124.0,44,Widowed,Lawyer,1.4,A,Urban,30,39756,No,Bank App
920,Female,52.0,1023808.0,10,Divorced,Banker,3.6,B,Urban,1,54802,No,POS
921,Male,48.0,3664472.0,39,Single,Doctor,4.7,C,Urban,10,72573,Yes,Bank App
922,Male,48.0,3415707.0,56,Single,,9.4,C,Rural,1,39439,Yes,Bank App
923,,55.0,-1554267.0,49,Widowed,Business Owner,6.1,C,Rural,11,70181,No,Cash
924,Male,39.0,492114.0,58,Single,Engineer,1.2,C,Rural,10,21058,No,POS
925,Male,62.0,N/A,76,Single,Teacher,5.3,B,Rural,3,63626,Yes,Transfer
926,Male,58.0,5130591.0,23,Single,Engineer,3.2,C,Suburban,5,105606,No,Cash
927,Male,26.0,2875950.0,7,Divorced,Teacher,3.7,B,Urban,25,58805,Yes,POS
928,Female,69.0,4213847.0,45,Single,Business Owner,1.6,C,Suburban,11,23162,No,Cash
929,Female,26.0,3163739.0,89,Widowed,Doctor,4.9,A,Rural,22,67737,No,POS
930,Male,32.0,3054611.0,55,Single,Student,6.9,B,Suburban,6,81414,Yes,Bank App
931,Male,30.0,2785231.0,55,Divorced,Doctor,7.7,B,Rural,8,60795,Yes,Transfer
932,Female,39.0,3121083.0,77,Divorced,Doctor,7.1,C,Urban,1,42229,No,Transfer
933,Male,33.0,3582608.0,38,Single,Teacher,6.8,C,Rural,14,31612,No,Bank App
934,Male,49.0,2397426.0,19,Widowed,Doctor,8.8,C,Suburban,13,51690,No,Transfer
935,Female,19.0,4870049.0,22,Single,Lawyer,3.7,A,Rural,23,61595,Yes,Transfer
936,Male,43.0,1499692.0,11,Married,Banker,2.5,A,Suburban,19,13695,Yes,Bank App
937,Female,31.0,5551717.0,3,Widowed,Doctor,1.3,B,Rural,22,77146,Yes,Transfer
938,Male,55.0,2676762.0,19,Widowed,Business Owner,2.1,B,Rural,29,-9006,Yes,POS
939,Female,51.0,2921948.0,91,Widowed,Doctor,1.9,B,Suburban,30,69853,Yes,Transfer
940,Female,25.0,2058499.0,7,Widowed,Teacher,9.2,A,Rural,3,65710,No,Bank App
941,Female,53.0,3614133.0,91,Widowed,Business Owner,2.2,B,Rural,7,71560,No,Bank App
942,Male,38.0,2435010.0,34,Single,Doctor,1.4,B,Suburban,29,23227,Yes,Cash
943,Female,63.0,2286862.0,11,Single,Doctor,4.3,B,Suburban,6,70753,Yes,Transfer
944,Male,60.0,3919456.0,5,Widowed,Business Owner,2.1,C,Rural,10,97943,No,POS
945,Male,45.0,4741766.0,71,Widowed,Business Owner,1.7,A,Suburban,30,47224,Yes,POS
946,Male,63.0,1436841.0,36,Married,Business Owner,3.9,B,Suburban,10,55348,No,Bank App
947,Male,61.0,4238367.0,5,Divorced,Engineer,9.2,B,Suburban,8,21726,Yes,Cash
948,Female,65.0,4871837.0,56,Divorced,Business Owner,0.8,A,Rural,6,34480,Yes,Transfer
949,Female,23.0,352510.0,5,Widowed,Lawyer,2.5,C,Suburban,7,44343,No,Bank App
950,Male,37.0,1730889.0,27,Widowed,Lawyer,8.3,B,Rural,6,23537,No,Bank App
951,Male,,4835747.0,93,Divorced,Lawyer,2.8,C,Urban,19,28595,No,POS
952,Female,50.0,3559733.0,27,Single,Doctor,4.7,B,Rural,27,41584,Yes,Transfer
953,Male,61.0,5563936.0,32,Married,Lawyer,1.4,B,Urban,2,61241,No,Transfer
954,Female,24.0,2734035.0,89,Married,Engineer,8.1,B,Urban,19,21467,Yes,POS
955,Male,25.0,2210952.0,98,Widowed,Student,7.5,C,Urban,17,49001,Yes,Transfer
956,Male,26.0,5042044.0,15,Single,Student,1.7,A,Rural,14,18374,No,POS
957,,19.0,1746579.0,98,Single,Unemployed,9.5,A,Urban,22,48949,No,Cash
958,Male,34.0,2633904.0,99,Single,Engineer,6.1,C,Urban,7,78173,No,Transfer
959,Female,69.0,3839225.0,54,Single,Unemployed,8.1,B,Rural,4,55373,No,Cash
960,Male,62.0,3987695.0,20,Widowed,Banker,7.8,C,Suburban,20,74363,No,Cash
961,Male,54.0,1803521.0,88,Divorced,Student,5.4,A,Suburban,26,50532,No,Bank App
962,Male,59.0,3391026.0,34,Widowed,Banker,7.6,A,Rural,1,57295,No,Cash
963,Female,61.0,2563644.0,34,Married,Student,2.8,A,Urban,12,33118,No,Transfer
964,Male,34.0,475909.0,46,Married,Teacher,0.7,B,Suburban,29,63995,No,Transfer
965,Male,55.0,2308380.0,91,Widowed,Doctor,3.7,A,Rural,9,37481,Yes,POS
966,Male,52.0,548567.0,21,Married,Teacher,1.9,C,Urban,9,25586,Yes,Cash
967,Male,64.0,2010811.0,97,Divorced,Unemployed,9.8,B,Urban,23,49080,No,Transfer
968,Female,56.0,1197602.0,39,Divorced,Teacher,9.3,A,Suburban,26,19884,No,Bank App
969,Female,47.0,4160737.0,40,Widowed,Engineer,1.9,A,Suburban,28,62693,Yes,Bank App
970,Male,23.0,3450545.0,44,Married,Student,3.8,B,Urban,21,88664,No,Bank App
971,Female,21.0,5307932.0,36,Divorced,Engineer,5.3,A,Rural,8,44328,Yes,Transfer
972,Male,68.0,1617352.0,55,Divorced,Lawyer,4.3,B,Rural,11,45246,Yes,Bank App
973,Male,54.0,3184913.0,89,Married,Teacher,7.2,B,Urban,11,60042,No,Transfer
974,Male,52.0,1345539.0,71,Single,Student,5.3,A,Suburban,22,61891,No,Bank App
975,Female,26.0,,50,Married,Doctor,5.9,B,Rural,18,52596,Yes,Bank App
976,Female,23.0,2400799.0,58,Widowed,Teacher,6.9,B,Rural,25,17564,No,POS
977,Female,30.0,5960471.0,74,Single,Student,0.7,C,Suburban,13,74125,Yes,Bank App
978,Female,39.0,3545835.0,74,Widowed,Lawyer,0.6,A,Suburban,11,71516,No,Bank App
979,Female,45.0,2808355.0,38,Divorced,Engineer,2.2,A,Suburban,16,25571,No,Transfer
980,Female,47.0,4618514.0,24,Single,Banker,7.3,B,Rural,11,-5972,No,Cash
981,Female,69.0,4009492.0,74,Widowed,Student,2.8,A,Urban,10,104469,No,Bank App
982,Female,53.0,2915875.0,59,Widowed,Student,9.2,C,Rural,6,35474,Yes,POS
983,Female,19.0,4012790.0,45,Widowed,Teacher,1.2,C,Rural,16,21784,Yes,POS
984,Male,53.0,2541362.0,26,Single,Student,6.0,C,Urban,1,-8088,Yes,Bank App
985,Female,25.0,7478459.0,94,Widowed,Lawyer,0.7,C,Urban,19,39841,No,Bank App
986,Female,62.0,4830019.0,91,Single,Doctor,9.7,A,Rural,21,61028,Yes,Transfer
987,Female,59.0,2390110.0,83,Single,Lawyer,2.5,B,Urban,3,88332,Yes,Transfer
988,Female,67.0,4138863.0,65,Widowed,Student,6.1,B,Urban,18,42415,No,POS
989,Female,26.0,,97,Divorced,,9.6,C,Rural,20,13630,Yes,Bank App
990,Female,18.0,3424664.0,11,Married,Banker,0.8,C,Suburban,16,58664,No,POS
991,Female,30.0,3772178.0,50,Married,Lawyer,5.4,C,Suburban,11,55814,No,Transfer
992,Female,67.0,1781346.0,58,Single,Doctor,5.5,A,Suburban,6,36032,Yes,POS
993,Female,32.0,2347413.0,34,Widowed,Business Owner,3.8,B,Rural,7,43637,No,Bank App
994,Female,49.0,5488037.0,16,Married,Teacher,6.7,B,Rural,30,53080,No,Bank App
995,Female,51.0,3306028.0,59,Married,Student,5.7,B,Urban,18,66120,No,POS
996,Male,60.0,1949624.0,1,Widowed,Doctor,2.9,A,Rural,6,61110,No,Cash
997,Male,48.0,2789727.0,41,Married,Engineer,7.2,C,Urban,19,55301,No,Transfer
998,Female,31.0,2198732.0,28,Widowed,Teacher,4.9,C,Suburban,17,50978,Yes,Cash
999,Female,64.0,4346589.0,15,Married,Student,5.0,C,Suburban,26,88848,Yes,POS
1000,Male,31.0,2158741.0,80,Divorced,Teacher,9.5,B,Urban,20,60874,Yes,Bank App
1001,Female,65.0,3066201.0,46,Widowed,Engineer,5.6,A,Rural,3,72181,Yes,POS
1002,Male,46.0,2006221.0,32,Married,Student,8.0,A,Rural,11,67529,No,Bank App
1003,,64.0,6311861.0,39,Single,Teacher,8.7,A,Suburban,9,57068,Yes,Transfer
1004,Male,36.0,3943828.0,65,Widowed,Unemployed,6.0,B,Rural,22,79803,Yes,Transfer
1005,Male,44.0,3884391.0,73,Married,Teacher,8.0,C,Suburban,2,34820,No,Transfer
1006,Male,26.0,4046741.0,93,Divorced,Unemployed,3.4,B,Suburban,2,66524,No,POS
1007,Female,54.0,2408069.0,89,Married,Doctor,2.2,A,Urban,19,23676,No,POS
1008,Male,54.0,5281902.0,75,Single,Doctor,7.1,A,Urban,6,51319,No,Transfer
1009,Female,60.0,2898478.0,11,Widowed,Teacher,9.3,C,Suburban,22,11393,No,Cash
1010,Female,unknown,5659208.0,70,Divorced,Doctor,0.9,C,Suburban,27,24826,Yes,Transfer
1011,Male,69.0,2512793.0,34,Married,Student,7.7,B,Urban,24,41549,No,POS
1012,Male,41.0,4073220.0,50,Single,Doctor,0.8,A,Suburban,4,86404,No,Transfer
1013,Female,45.0,3250233.0,44,Single,Student,4.9,B,Rural,3,46701,Yes,POS
1014,Male,53.0,3401467.0,14,Single,Student,6.9,A,Suburban,26,64707,No,Bank App
1015,Male,69.0,494973.0,72,Married,Student,4.4,A,Suburban,2,80177,No,Bank App
1016,Female,35.0,1525200.0,25,Divorced,Student,3.4,A,Rural,20,45550,Yes,Bank App
1017,Female,42.0,5264932.0,68,Married,Teacher,2.3,B,Suburban,16,84455,Yes,Cash
1018,Male,52.0,1066771.0,50,Divorced,Lawyer,9.8,A,Suburban,19,49215,Yes,POS
1019,Female,21.0,4338045.0,95,Widowed,Lawyer,5.9,C,Rural,21,29459,Yes,Bank App
1020,Male,31.0,6899968.0,85,Divorced,Unemployed,1.7,C,Rural,22,72035,No,POS
1021,Male,56.0,3829516.0,32,Single,Unemployed,1.0,B,Suburban,6,62555,No,POS
1022,Male,43.0,6190121.0,55,Single,Unemployed,2.8,A,Rural,9,44038,Yes,POS
1023,Female,25.0,4038169.0,78,Single,Student,5.6,C,Urban,6,30876,No,POS
1024,Female,41.0,3394285.0,92,Married,Lawyer,7.6,C,Suburban,5,70162,No,Transfer
1025,Female,33.0,3561967.0,25,Widowed,Student,9.8,A,Suburban,18,27812,No,Bank App
1026,Female,37.0,2733933.0,92,Divorced,Lawyer,8.4,A,Suburban,19,6631,No,Transfer
1027,Female,32.0,2687836.0,79,Single,Business Owner,6.3,C,Urban,6,73288,No,Transfer
1028,Male,,2212258.0,52,Widowed,Engineer,6.8,C,Suburban,20,67657,Yes,Transfer
1029,Male,34.0,3634796.0,56,Widowed,Doctor,5.5,C,Rural,3,63612,No,Cash
1030,Male,39.0,6300577.0,22,Married,Banker,4.6,C,Urban,7,44409,Yes,POS
1031,Male,39.0,5136708.0,47,Divorced,Unemployed,8.0,A,Urban,12,63692,Yes,POS
1032,Female,,3307312.0,70,Widowed,Lawyer,2.2,B,Urban,7,34920,Yes,POS
1033,Male,35.0,3921314.0,51,Divorced,Student,3.7,A,Urban,22,53594,Yes,Bank App
1034,Female,63.0,2871909.0,66,Married,Doctor,9.8,B,Urban,20,85577,Yes,Bank App
1035,Male,64.0,5132190.0,70,Divorced,Doctor,5.9,A,Suburban,20,49355,Yes,Transfer
1036,Female,32.0,551553.0,87,Married,Teacher,5.2,A,Rural,16,59487,Yes,POS
1037,Female,54.0,5895889.0,90,Single,Unemployed,8.6,B,Suburban,14,23297,Yes,Cash
1038,Male,33.0,2182127.0,75,Divorced,Teacher,7.7,C,Urban,7,40502,No,Cash
1039,Male,22.0,2423926.0,65,Married,Lawyer,3.6,C,Urban,7,45556,No,POS
1040,Male,19.0,1165916.0,92,Widowed,Teacher,6.4,A,Rural,26,72084,Yes,Cash
1041,Male,69.0,3232126.0,22,Single,Unemployed,2.3,B,Urban,24,91243,Yes,POS
1042,Female,45.0,1978706.0,41,Widowed,Student,1.0,C,Urban,8,56857,Yes,Transfer
1043,Male,58.0,4745229.0,77,Single,Teacher,9.9,A,Rural,11,15458,No,Cash
1044,Male,44.0,,47,Single,Engineer,7.5,A,Urban,28,26418,No,POS
1045,Female,48.0,1959521.0,60,Divorced,Lawyer,9.3,A,Urban,10,73185,No,Transfer
1046,Male,58.0,1684571.0,100,Widowed,Doctor,8.4,C,Urban,22,36024,Yes,POS
1047,Male,53.0,2037040.0,22,Widowed,Banker,4.6,A,Urban,19,65565,No,Transfer
1048,Male,64.0,1581524.0,4,Single,Business Owner,8.7,A,Rural,3,57161,Yes,Cash
1049,Male,60.0,2580676.0,44,Single,Doctor,8.0,C,Suburban,6,50901,Yes,POS
1050,Male,18.0,1738921.0,41,Single,Engineer,3.0,B,Suburban,2,55568,No,Transfer
1051,Female,67.0,4752406.0,82,Married,Student,6.4,A,Rural,1,53655,Yes,Bank App
1052,Male,46.0,2252477.0,38,Divorced,Banker,3.4,A,Rural,18,23529,No,POS
1053,Male,18.0,3863552.0,17,Single,Unemployed,2.7,A,Urban,15,44304,No,Cash
1054,Male,25.0,3875877.0,89,Divorced,Unemployed,1.3,B,Urban,18,92712,Yes,Transfer
1055,Male,33.0,220330.0,17,Single,Doctor,5.7,C,Suburban,29,27985,No,Cash
1056,Male,45.0,4070172.0,93,Married,Engineer,4.2,B,Rural,28,27391,Yes,Transfer
1057,Female,39.0,439680.0,45,Single,Banker,1.3,C,Urban,8,40970,Yes,Cash
1058,Male,35.0,1749238.0,46,Divorced,Teacher,7.3,A,Suburban,12,87893,No,POS
1059,Female,39.0,N/A,8,Single,Lawyer,7.4,B,Rural,23,31871,No,Cash
1060,,58.0,3187255.0,93,Divorced,Banker,2.7,A,Rural,2,40280,No,Cash
1061,Male,29.0,2489337.0,15,Widowed,Unemployed,9.6,C,Suburban,24,29666,Yes,Transfer
1062,Male,36.0,325533.0,33,Divorced,Engineer,7.9,A,Rural,12,39559,No,Bank App
1063,Male,,4446957.0,49,Married,Engineer,8.2,C,Rural,26,44420,Yes,Bank App
1064,Male,67.0,3651148.0,10,Single,Teacher,0.5,C,Rural,16,59851,No,POS
1065,Female,22.0,1715307.0,62,Widowed,Unemployed,9.8,A,Rural,30,17437,No,Transfer
1066,Male,51.0,1557689.0,55,Divorced,Student,9.9,B,Rural,18,54937,No,Bank App
1067,Male,56.0,4540324.0,58,Widowed,Banker,5.3,A,Urban,8,30290,No,Bank App
1068,Male,27.0,3450606.0,63,Married,Business Owner,9.9,B,Urban,19,58937,No,Cash
1069,Male,64.0,959551.0,11,Widowed,Business Owner,6.3,C,Urban,25,20173,No,POS
1070,Male,24.0,1904403.0,35,Widowed,Unemployed,1.8,A,Rural,7,44441,Yes,Bank App
1071,Male,54.0,5935936.0,98,Divorced,Teacher,8.2,A,Suburban,11,31588,No,Cash
1072,Female,64.0,4503356.0,96,Married,,5.8,B,Suburban,6,52051,No,Cash
1073,Female,69.0,3000856.0,86,Single,Unemployed,3.8,B,Suburban,8,81467,Yes,Cash
1074,Male,69.0,3033556.0,4,Single,Teacher,2.7,C,Suburban,23,61871,Yes,Bank App
1075,Male,32.0,-263071.0,66,Single,Doctor,5.4,B,Urban,9,62491,No,Transfer
1076,Male,59.0,4959936.0,33,Single,Business Owner,7.1,B,Urban,7,48577,Yes,Bank App
1077,Female,41.0,2322871.0,73,Single,Engineer,8.8,B,Urban,10,46078,No,Bank App
1078,Male,43.0,1786997.0,35,Widowed,Banker,6.2,A,Rural,10,47195,No,POS
1079,Female,43.0,4124959.0,38,Single,Engineer,4.4,B,Rural,4,44969,No,Cash
1080,Male,63.0,2055069.0,95,Widowed,Teacher,6.5,C,Rural,28,37506,Yes,Cash
1081,Male,43.0,265551.0,78,Divorced,,5.2,B,Rural,19,35329,No,Transfer
1082,Male,27.0,3614714.0,57,Divorced,Engineer,6.7,A,Rural,18,34960,No,Cash
1083,Male,34.0,726806.0,95,Married,,6.3,B,Rural,19,44256,Yes,Bank App
1084,Female,31.0,2911807.0,33,Single,Unemployed,9.8,B,Suburban,24,30944,Yes,Cash
1085,Female,19.0,3476413.0,44,Widowed,Engineer,6.4,B,Urban,14,54101,No,Bank App
1086,Male,65.0,2583239.0,53,Single,Student,7.1,B,Urban,8,19675,No,Cash
1087,Male,30.0,2589949.0,80,Widowed,Banker,9.0,C,Urban,25,57094,No,Cash
1088,Female,44.0,5326385.0,20,Divorced,Teacher,9.2,C,Urban,26,49517,No,Transfer
1089,Female,26.0,5347947.0,63,Married,Banker,1.8,C,Urban,12,83089,No,POS
1090,Female,24.0,1623689.0,51,Married,Teacher,4.8,B,Rural,29,75970,No,Transfer
1091,Female,65.0,2107865.0,14,Married,Unemployed,9.5,B,Rural,26,28803,No,POS
1092,Male,27.0,2190198.0,35,Single,Banker,9.6,B,Suburban,3,49638,No,Cash
1093,Female,26.0,N/A,45,Widowed,Doctor,2.3,C,Rural,14,56587,No,Cash
1094,Male,39.0,2877026.0,33,Single,Doctor,4.7,B,Suburban,12,37866,No,Transfer
1095,Female,40.0,5575623.0,61,Married,Lawyer,3.1,B,Urban,17,31850,Yes,POS
1096,Female,24.0,2721701.0,93,Single,Engineer,8.0,C,Urban,24,54748,No,Cash
1097,Female,65.0,1454601.0,72,Single,Engineer,8.6,B,Urban,25,63202,Yes,Cash
1098,Female,26.0,2117976.0,53,Single,Unemployed,5.0,C,Rural,16,50620,No,Bank App
1099,Female,44.0,3560070.0,98,Single,Lawyer,6.9,B,Suburban,9,46588,Yes,Transfer
1100,Male,41.0,2614313.0,78,Widowed,Banker,8.8,C,Urban,12,46317,Yes,Bank App
1101,Male,46.0,3470407.0,78,Widowed,Teacher,7.2,C,Suburban,6,27368,No,Bank App
1102,Female,34.0,2633737.0,50,Married,,2.0,B,Urban,19,64037,No,POS
1103,Female,37.0,4087196.0,15,Married,Engineer,7.3,B,Rural,6,54110,No,Bank App
1104,Male,24.0,2867601.0,42,Divorced,Doctor,2.0,B,Urban,8,52505,No,Bank App
1105,Female,60.0,1175395.0,20,Widowed,Student,6.7,A,Rural,7,59565,Yes,Bank App
1106,,57.0,2479718.0,92,Single,Business Owner,3.7,C,Rural,18,102645,Yes,Transfer
1107,Male,24.0,6317108.0,68,Widowed,Teacher,1.0,C,Urban,4,87671,Yes,POS
1108,Female,unknown,4854337.0,7,Single,Banker,2.7,C,Rural,13,59011,Yes,Bank App
1109,Female,36.0,,66,Single,Unemployed,4.9,C,Suburban,2,37650,No,Cash
1110,Male,37.0,5667588.0,73,Divorced,Student,9.9,A,Rural,20,67248,No,Bank App
1111,,61.0,3205653.0,23,Divorced,Student,2.9,C,Suburban,22,45550,Yes,Transfer
1112,Male,56.0,2267424.0,36,Divorced,Lawyer,9.8,A,Rural,26,52626,Yes,Cash
1113,Female,57.0,,12,Divorced,Student,4.0,C,Rural,27,66972,No,Bank App
1114,Male,24.0,3085233.0,23,Single,Engineer,9.6,A,Rural,7,60256,No,Transfer
1115,Male,23.0,4626096.0,95,Single,Lawyer,9.6,C,Rural,22,53846,Yes,Bank App
1116,Male,42.0,3285043.0,11,Widowed,Doctor,1.9,A,Urban,29,61660,No,Cash
1117,Male,58.0,3500103.0,1,Single,Student,8.4,C,Rural,7,71888,No,Bank App
1118,Male,30.0,4816995.0,77,Widowed,Banker,5.4,A,Rural,14,23637,No,Transfer
1119,Male,56.0,2401364.0,39,Widowed,Engineer,7.0,A,Rural,18,60967,Yes,Bank App
1120,Female,57.0,3453647.0,93,Divorced,Engineer,7.9,B,Suburban,21,32012,No,POS
1121,Female,39.0,3658313.0,70,Widowed,Unemployed,1.7,C,Urban,27,58829,Yes,Transfer
1122,Male,66.0,3202092.0,31,Married,Banker,8.1,B,Suburban,8,26413,Yes,Cash
1123,Male,34.0,3748503.0,9,Married,Unemployed,3.4,A,Urban,18,50667,Yes,Cash
1124,Male,65.0,1963188.0,56,Single,Unemployed,7.5,B,Urban,5,52532,Yes,Bank App
1125,Female,39.0,4469997.0,18,Married,Doctor,5.9,B,Suburban,14,48162,No,POS
1126,Female,51.0,2169217.0,59,Divorced,Lawyer,7.0,A,Suburban,17,63260,No,Bank App
1127,Female,25.0,3681982.0,67,Divorced,Lawyer,6.4,B,Suburban,2,43673,Yes,Cash
1128,Female,66.0,3315585.0,96,Widowed,Lawyer,8.2,B,Rural,7,45188,No,POS
1129,Female,62.0,1970080.0,3,Single,Doctor,9.0,B,Urban,24,48318,Yes,Bank App
1130,Female,35.0,5433691.0,30,Married,Doctor,4.8,B,Suburban,13,36734,Yes,Bank App
1131,Female,41.0,5574844.0,64,Single,Doctor,4.2,A,Urban,22,40960,No,Cash
1132,Female,59.0,1618748.0,70,Widowed,Lawyer,2.8,A,Suburban,11,64441,Yes,Cash
1133,Female,19.0,4198941.0,91,Divorced,Student,8.2,B,Rural,9,65381,Yes,POS
1134,Male,19.0,2816192.0,2,Widowed,Doctor,9.7,C,Suburban,19,34310,Yes,Cash
1135,Male,44.0,1989253.0,20,Married,Doctor,2.4,C,Rural,12,63525,No,POS
1136,Male,31.0,N/A,81,Divorced,Lawyer,4.8,B,Rural,30,20676,No,Cash
1137,Male,65.0,4250686.0,97,Married,Doctor,7.8,A,Suburban,4,43596,No,Cash
1138,,56.0,3241624.0,81,Single,Student,6.5,B,Urban,19,27309,No,Transfer
1139,Female,29.0,2454752.0,29,Divorced,Lawyer,8.2,A,Urban,21,51537,No,Cash
1140,Male,49.0,4994135.0,9,Single,Doctor,0.7,C,Rural,28,50140,No,Transfer
1141,Female,45.0,5048096.0,4,Divorced,Doctor,9.2,B,Urban,11,78019,Yes,Transfer
1142,Male,45.0,1975662.0,40,Married,Unemployed,1.1,B,Rural,10,76335,Yes,Cash
1143,Female,63.0,N/A,55,Married,Teacher,4.7,A,Suburban,17,41078,No,Bank App
1144,Male,42.0,631551.0,13,Widowed,Teacher,3.1,A,Rural,4,50954,Yes,Bank App
1145,Female,21.0,4253013.0,6,Widowed,Banker,9.3,C,Urban,16,32357,Yes,Cash
1146,Female,43.0,4991250.0,73,Divorced,Engineer,3.1,C,Urban,26,36905,No,Transfer
1147,Male,53.0,3584316.0,26,Divorced,Engineer,4.0,B,Urban,28,19222,No,POS
1148,Female,67.0,1446918.0,41,Divorced,Banker,8.9,B,Suburban,25,61287,No,POS
1149,Male,20.0,5422945.0,42,Widowed,Doctor,5.6,A,Urban,23,35343,No,Transfer
1150,Male,18.0,6045624.0,78,Married,Teacher,9.0,C,Suburban,23,35060,Yes,POS
1151,Male,34.0,2352185.0,61,Single,Engineer,6.8,C,Rural,7,40544,Yes,POS
1152,Male,24.0,3668191.0,62,Single,Lawyer,1.3,B,Suburban,16,40280,No,Cash
1153,Female,65.0,4225010.0,98,Divorced,Teacher,4.6,C,Suburban,14,32105,No,Cash
1154,Female,22.0,4181066.0,68,Single,Student,2.2,A,Suburban,16,65989,No,Cash
1155,Female,36.0,3072291.0,21,Single,Student,1.1,A,Rural,26,50887,No,POS
1156,Male,56.0,5696810.0,31,Single,Banker,4.1,A,Rural,20,36397,No,Transfer
1157,Female,63.0,652056.0,43,Widowed,Student,9.1,C,Rural,17,48601,Yes,Bank App
1158,Male,51.0,671263.0,21,Widowed,Student,1.6,A,Suburban,27,46178,No,POS
1159,,52.0,2976472.0,29,Single,Banker,0.6,B,Suburban,6,46402,No,Transfer
1160,Female,66.0,5615344.0,55,Married,Teacher,9.4,C,Suburban,16,61696,No,Transfer
1161,Female,33.0,4739539.0,58,Married,Lawyer,5.5,C,Urban,13,57483,Yes,POS
1162,Male,57.0,760008.0,24,Widowed,Student,5.8,A,Urban,22,88359,Yes,Transfer
1163,Female,67.0,7265174.0,45,Married,Lawyer,9.3,C,Rural,22,30495,No,POS
1164,Female,64.0,3831514.0,80,Divorced,Engineer,7.2,B,Rural,22,83704,Yes,Cash
1165,Male,56.0,1271670.0,9,Divorced,Engineer,8.4,B,Suburban,5,56857,Yes,Cash
1166,Female,44.0,2861818.0,85,Married,Doctor,7.8,C,Urban,23,48234,Yes,Transfer
1167,Male,58.0,4450717.0,66,Single,Teacher,6.3,C,Urban,19,31833,Yes,Cash
1168,Female,55.0,4878713.0,2,Married,Student,7.0,C,Urban,20,38298,Yes,Transfer
1169,Male,67.0,2901035.0,37,Single,Lawyer,5.8,C,Urban,6,52559,No,POS
1170,Male,67.0,3783246.0,37,Single,Lawyer,3.9,C,Urban,21,28478,Yes,POS
1171,Female,42.0,2812827.0,69,Married,,3.2,B,Suburban,24,48112,Yes,Transfer
1172,Male,43.0,2901223.0,46,Divorced,Teacher,2.2,B,Rural,12,87503,Yes,Transfer
1173,Male,31.0,4087181.0,6,Single,,3.9,B,Suburban,11,55337,No,Cash
1174,Male,31.0,5161071.0,48,Single,Engineer,6.0,C,Urban,14,59015,No,Bank App
1175,Male,31.0,1293805.0,8,Widowed,Teacher,6.1,B,Rural,12,29453,Yes,Cash
1176,Male,42.0,2650818.0,32,Married,Lawyer,7.0,B,Urban,8,59725,No,POS
1177,Male,53.0,2097094.0,77,Widowed,Teacher,8.9,C,Rural,11,18807,Yes,Bank App
1178,Female,21.0,1487993.0,67,Single,Business Owner,6.7,A,Urban,10,4293,Yes,Transfer
1179,Male,64.0,1411436.0,73,Single,Engineer,2.1,B,Suburban,29,59116,Yes,Transfer
1180,Male,32.0,3037426.0,68,Widowed,Engineer,0.7,C,Urban,15,52635,Yes,Transfer
1181,Female,49.0,1391160.0,28,Married,Business Owner,2.4,C,Rural,29,77652,No,POS
1182,Female,35.0,1340301.0,40,Widowed,Student,9.1,B,Rural,13,14311,No,Cash
1183,Female,31.0,2730971.0,16,Widowed,Student,5.9,A,Rural,2,66416,Yes,Transfer
1184,Female,18.0,1530828.0,57,Single,Business Owner,8.6,B,Urban,1,45457,No,Transfer
1185,Female,59.0,3762891.0,75,Divorced,Student,2.7,C,Urban,7,64063,Yes,Bank App
1186,Female,37.0,2281281.0,55,Divorced,Engineer,7.2,C,Suburban,6,21598,No,Bank App
1187,Female,27.0,1208227.0,83,Divorced,Unemployed,7.5,C,Urban,13,59366,No,Cash
1188,Male,27.0,6488580.0,86,Married,Banker,8.2,C,Urban,20,18855,No,Bank App
1189,Male,41.0,-199137.0,39,Widowed,Unemployed,5.6,C,Rural,29,77561,No,Transfer
1190,Female,51.0,4284456.0,76,Married,Lawyer,8.0,C,Rural,27,38462,No,Bank App
1191,Male,45.0,3519151.0,55,Divorced,Student,9.4,C,Urban,2,45835,No,Cash
1192,Male,44.0,2272882.0,30,Married,Teacher,9.6,B,Rural,14,57143,No,Cash
